_10_14_mcg_dl,_15_19_mcg_dl,_2000_population_of_children_6_and_under,_20_24_mcg_dl,_25_44_mcg_dl,_45_mcg_dl,county,total_tested,lrate1,lrate2,lrate3,lrate4,lrate5,lscore,Year
10,1,1860,2,3,0,Fayette,359,27.8551532,2.78551532,5.571030641,8.356545961,0,68.24512535,2001
5,1,1287,1,1,1,Ford,137,36.49635036,7.299270073,7.299270073,7.299270073,7.299270073,120.4379562,2001
13,3,3176,0,1,0,Franklin,279,46.59498208,10.75268817,0,3.584229391,0,73.47670251,2001
38,2,3022,1,1,0,Fulton,399,95.23809524,5.012531328,2.506265664,2.506265664,0,115.2882206,2001
1,0,504,0,0,0,Gallatin,119,8.403361345,0,0,0,0,8.403361345,2001
20,6,1303,1,0,0,Greene,223,89.68609865,26.9058296,4.484304933,0,0,139.0134529,2001
7,4,3519,0,0,0,Grundy,284,24.64788732,14.08450704,0,0,0,45.77464789,2001
11,1,740,0,1,1,Hamilton,113,97.34513274,8.849557522,0,8.849557522,8.849557522,181.4159292,2001
23,12,1664,8,2,0,Hancock,425,54.11764706,28.23529412,18.82352941,4.705882353,0,148.2352941,2001
5,0,350,0,2,0,Hardin,43,116.2790698,0,0,46.51162791,0,255.8139535,2001
7,0,667,0,0,0,Henderson,104,67.30769231,0,0,0,0,67.30769231,2001
19,9,4355,1,6,0,Henry,280,67.85714286,32.14285714,3.571428571,21.42857143,0,187.5,2001
11,4,2762,0,0,1,Iroquois,322,34.16149068,12.42236025,0,0,3.105590062,68.32298137,2001
16,2,4187,1,0,0,Jackson,775,20.64516129,2.580645161,1.290322581,0,0,27.09677419,2001
0,0,817,0,0,0,Jasper,78,0,0,0,0,0,0,2001
8,5,3352,0,1,0,Jefferson,404,19.8019802,12.37623762,0,2.475247525,0,45.79207921,2001
6,0,1845,1,0,0,Jersey,148,40.54054054,0,6.756756757,0,0,54.05405405,2001
2,0,1791,2,1,0,Jo Daviess,176,11.36363636,0,11.36363636,5.681818182,0,51.13636364,2001
1,1,841,0,0,0,Johnson,43,23.25581395,23.25581395,0,0,0,58.13953488,2001
339,88,49455,39,26,1,Kane,7610,44.54664915,11.56373193,5.124835742,3.416557162,0.131406045,83.04862024,2001
159,46,10337,14,15,1,Kankakee,2441,65.13723884,18.84473576,5.735354363,6.145022532,0.409668169,125.3584596,2001
7,2,6223,1,1,0,Kendall,315,22.22222222,6.349206349,3.174603175,3.174603175,0,47.61904762,2001
36,18,4532,11,6,0,Knox,795,45.28301887,22.64150943,13.83647799,7.547169811,0,129.5597484,2001
108,32,75283,17,27,1,Lake,7131,15.14514093,4.487449166,2.383957369,3.786285233,0.140232786,38.70424905,2001
32,9,9978,7,2,0,LaSalle,1231,25.99512591,7.311129163,5.686433794,1.62469537,0,53.20877335,2001
8,6,1189,1,0,0,Lawrence,279,28.67383513,21.50537634,3.584229391,0,0,68.10035842,2001
10,2,2884,3,1,0,Lee,182,54.94505495,10.98901099,16.48351648,5.494505495,0,120.8791209,2001
45,17,3410,0,1,1,Livingston,870,51.72413793,19.54022989,0,1.149425287,1.149425287,90.22988506,2001
9,4,2406,2,2,0,Logan,366,24.59016393,10.92896175,5.464480874,5.464480874,0,68.30601093,2001
23,6,2058,0,0,0,McDonough,319,72.10031348,18.80877743,0,0,0,100.3134796,2001
33,11,30310,5,3,1,McHenry,1353,24.3902439,8.130081301,3.6954915,2.2172949,0.7390983,54.32372506,2001
42,13,13763,7,10,2,McLean,1758,23.89078498,7.39476678,3.981797497,5.688282139,1.137656428,65.6996587,2001
190,68,10477,17,11,0,Macon,2855,66.54991243,23.8178634,5.954465849,3.852889667,0,125.7443082,2001
22,4,4031,2,2,0,Macoupin,540,40.74074074,7.407407407,3.703703704,3.703703704,0,70.37037037,2001
68,12,23186,5,8,0,Madison,1808,37.61061947,6.637168142,2.765486726,4.424778761,0,66.37168142,2001
25,9,3784,1,2,1,Marion,743,33.6473755,12.11305518,1.34589502,2.69179004,1.34589502,69.31359354,2001
4,3,1105,0,0,1,Marshall,101,39.6039604,29.7029703,0,0,9.900990099,133.6633663,2001
10,1,1357,0,0,0,Mason,213,46.94835681,4.694835681,0,0,0,53.99061033,2001
5,0,1323,1,0,0,Massac,75,66.66666667,0,13.33333333,0,0,93.33333333,2001
1,1,1076,1,0,0,Menard,66,15.15151515,15.15151515,15.15151515,0,0,68.18181818,2001
19,7,1381,3,3,0,Mercer,219,86.75799087,31.96347032,13.69863014,13.69863014,0,203.196347,2001
1,0,2593,0,0,0,Monroe,110,9.090909091,0,0,0,0,9.090909091,2001
16,5,2518,2,1,0,Montgomery,441,36.28117914,11.33786848,4.535147392,2.267573696,0,69.16099773,2001
37,9,2881,3,7,1,Morgan,624,59.29487179,14.42307692,4.807692308,11.21794872,1.602564103,132.2115385,2001
2,2,1327,0,1,0,Moultrie,98,20.40816327,20.40816327,0,10.20408163,0,81.63265306,2001
18,5,4699,0,1,0,Ogle,405,44.44444444,12.34567901,0,2.469135802,0,70.37037037,2001
194,70,17883,25,30,2,Peoria,2254,86.06921029,31.05590062,11.09139308,13.30967169,0.887311446,199.2014197,2001
15,6,1759,2,0,0,Perry,151,99.33774834,39.73509934,13.24503311,0,0,185.4304636,2001
12,5,1476,2,2,1,Piatt,183,65.57377049,27.32240437,10.92896175,10.92896175,5.464480874,188.5245902,2001
17,6,1452,0,0,0,Pike,302,56.29139073,19.86754967,0,0,0,86.09271523,2001
0,1,299,0,0,0,Pope,11,0,90.90909091,0,0,0,136.3636364,2001
7,1,663,0,0,0,Pulaski,63,111.1111111,15.87301587,0,0,0,134.9206349,2001
0,0,512,0,0,0,Putnam,40,0,0,0,0,0,0,2001
17,5,2635,2,2,0,Randolph,410,41.46341463,12.19512195,4.87804878,4.87804878,0,84.14634146,2001
5,0,1380,0,0,0,Richland,99,50.50505051,0,0,0,0,50.50505051,2001
225,60,13246,23,14,1,Rock Island,2940,76.53061224,20.40816327,7.823129252,4.761904762,0.340136054,138.7755102,2001
314,75,25494,26,9,1,St. Clair,4149,75.68088696,18.07664497,6.266570258,2.169197397,0.241021933,123.0416968,2001
6,1,2169,2,0,0,Saline,486,12.34567901,2.057613169,4.115226337,0,0,23.66255144,2001
104,51,17297,9,11,4,Sangamon,2805,37.07664884,18.18181818,3.20855615,3.921568627,1.426024955,89.66131907,2001
4,2,575,1,0,0,Schuyler,27,148.1481481,74.07407407,37.03703704,0,0,333.3333333,2001
5,0,513,0,0,0,Scott,63,79.36507937,0,0,0,0,79.36507937,2001
2,1,1961,0,2,0,Shelby,161,12.42236025,6.211180124,0,12.42236025,0,59.00621118,2001
2,0,584,0,1,0,Stark,31,64.51612903,0,0,32.25806452,0,161.2903226,2001
114,34,4280,10,21,1,Stephenson,1156,98.61591696,29.41176471,8.650519031,18.16608997,0.865051903,218.8581315,2001
20,5,11377,1,1,0,Tazewell,1001,19.98001998,4.995004995,0.999000999,0.999000999,0,32.46753247,2001
13,1,1382,1,1,0,Union,156,83.33333333,6.41025641,6.41025641,6.41025641,0,125,2001
47,16,7994,8,9,3,Vermilion,900,52.22222222,17.77777778,8.888888889,10,3.333333333,143.3333333,2001
10,5,1028,0,0,0,Wabash,177,56.49717514,28.24858757,0,0,0,98.8700565,2001
11,7,1523,5,0,0,Warren,214,51.40186916,32.71028037,23.36448598,0,0,147.1962617,2001
2,0,1220,0,0,0,Washington,38,52.63157895,0,0,0,0,52.63157895,2001
7,4,1436,0,1,0,Wayne,353,19.83002833,11.33144476,0,2.83286119,0,45.32577904,2001
7,5,1103,0,1,0,White,240,29.16666667,20.83333333,0,4.166666667,0,72.91666667,2001
48,16,5533,5,6,0,Whiteside,1006,47.71371769,15.90457256,4.970178926,5.964214712,0,99.40357853,2001
115,24,59504,16,13,2,Will,3108,37.001287,7.722007722,5.148005148,4.182754183,0.643500644,74.64607465,2001
9,1,5152,0,0,0,Williamson,350,25.71428571,2.857142857,0,0,0,30,2001
159,39,27857,27,24,3,Winnebago,4361,36.45952763,8.942903004,6.191240541,5.503324925,0.687915616,82.20591607,2001
7,2,3329,1,0,0,Woodford,122,57.37704918,16.39344262,8.196721311,0,0,98.36065574,2001
54,9,6664,4,5,0,Adams,566,95.40636042,15.90106007,7.067137809,8.833922261,0,159.8939929,2000
13,5,1166,2,0,0,Alexander,130,100,38.46153846,15.38461538,0,0,188.4615385,2000
18,6,1431,2,1,0,Bond,307,58.63192182,19.54397394,6.51465798,3.25732899,0,110.7491857,2000
10,5,3344,2,0,0,Boone,286,34.96503497,17.48251748,6.993006993,0,0,75.17482517,2000
2,2,465,0,0,0,Brown,22,90.90909091,90.90909091,0,0,0,227.2727273,2000
3,10,3516,0,2,0,Bureau,359,8.356545961,27.8551532,0,5.571030641,0,66.85236769,2000
4,1,544,1,0,0,Calhoun,34,117.6470588,29.41176471,29.41176471,0,0,220.5882353,2000
10,4,1522,2,0,0,Carroll,239,41.84100418,16.73640167,8.368200837,0,0,83.68200837,2000
5,3,1246,0,2,0,Cass,123,40.6504065,24.3902439,0,16.2601626,0,126.0162602,2000
45,6,16730,2,1,2,Champaign,1567,28.71729419,3.828972559,1.276324186,0.638162093,1.276324186,45.30950862,2000
15,5,3428,2,1,1,Christian,427,35.12880562,11.70960187,4.683840749,2.341920375,2.341920375,80.79625293,2000
0,0,1491,0,0,0,Clark,39,0,0,0,0,0,0,2000
8,1,1316,0,0,0,Clay,195,41.02564103,5.128205128,0,0,0,48.71794872,2000
3,0,3394,0,0,0,Clinton,48,62.5,0,0,0,0,62.5,2000
12,1,4154,1,1,1,Coles,192,62.5,5.208333333,5.208333333,5.208333333,5.208333333,122.3958333,2000
697,234,239334,97,100,11,CookNotChicago,21416,32.54576018,10.92641016,4.52932387,4.669406052,0.513634666,74.57041464,2000
10745,3494,296408,1483,1265,160,Chicago,113547,94.63041736,30.77139863,13.06067091,11.14076109,1.409108123,207.376681,2000
4,0,1832,1,0,0,Crawford,109,36.69724771,0,9.174311927,0,0,55.04587156,2000
0,1,1152,0,0,0,Cumberland,58,0,17.24137931,0,0,0,25.86206897,2000
17,7,6953,1,1,0,DeKalb,374,45.45454545,18.71657754,2.673796791,2.673796791,0,86.89839572,2000
30,8,1545,2,0,0,DeWitt,257,116.7315175,31.12840467,7.782101167,0,0,178.9883268,2000
2,1,2038,0,3,0,Douglas,94,21.27659574,10.63829787,0,31.91489362,0,132.9787234,2000
105,25,89010,13,9,0,DuPage,3345,31.39013453,7.473841555,3.886397608,2.69058296,0,58.44544096,2000
15,4,1717,1,2,0,Edgar,197,76.14213198,20.30456853,5.076142132,10.15228426,0,147.2081218,2000
8,1,674,0,0,0,Edwards,51,156.8627451,19.60784314,0,0,0,186.2745098,2000
2,0,3876,0,0,0,Effingham,73,27.39726027,0,0,0,0,27.39726027,2000
7,3,1937,1,0,0,Fayette,326,21.47239264,9.202453988,3.067484663,0,0,41.41104294,2000
9,2,1376,2,0,0,Ford,125,72,16,16,0,0,128,2000
13,1,3440,1,0,0,Franklin,230,56.52173913,4.347826087,4.347826087,0,0,71.73913043,2000
34,11,3284,6,1,0,Fulton,351,96.86609687,31.33903134,17.09401709,2.849002849,0,186.6096866,2000
3,0,569,0,0,0,Gallatin,87,34.48275862,0,0,0,0,34.48275862,2000
19,3,1568,1,1,0,Greene,175,108.5714286,17.14285714,5.714285714,5.714285714,0,162.8571429,2000
6,1,3369,2,1,0,Grundy,281,21.35231317,3.558718861,7.117437722,3.558718861,0,51.60142349,2000
10,1,750,1,1,0,Hamilton,100,100,10,10,10,0,165,2000
30,8,1970,8,1,0,Hancock,344,87.20930233,23.25581395,23.25581395,2.906976744,0,177.3255814,2000
5,1,425,0,1,0,Hardin,31,161.2903226,32.25806452,0,32.25806452,0,306.4516129,2000
10,3,738,0,1,0,Henderson,130,76.92307692,23.07692308,0,7.692307692,0,134.6153846,2000
15,5,4937,1,2,0,Henry,178,84.26966292,28.08988764,5.617977528,11.23595506,0,171.3483146,2000
11,1,2945,1,0,0,Iroquois,344,31.97674419,2.906976744,2.906976744,0,0,42.15116279,2000
24,3,4697,1,1,0,Jackson,709,33.85049365,4.231311707,1.410437236,1.410437236,0,47.24964739,2000
5,0,1178,0,0,0,Jasper,55,90.90909091,0,0,0,0,90.90909091,2000
10,2,3841,1,2,0,Jefferson,398,25.12562814,5.025125628,2.512562814,5.025125628,0,52.7638191,2000
1,1,2116,2,0,0,Jersey,108,9.259259259,9.259259259,18.51851852,0,0,60.18518519,2000
7,2,2158,0,2,0,Jo Daviess,158,44.30379747,12.65822785,0,12.65822785,0,101.2658228,2000
1,2,818,0,0,0,Johnson,59,16.94915254,33.89830508,0,0,0,67.79661017,2000
434,95,39441,31,19,4,Kane,6243,69.51786,15.21704309,4.965561429,3.043408618,0.640717604,114.6083614,2000
172,51,10635,13,20,2,Kankakee,1947,88.34103749,26.19414484,6.67693888,10.27221366,1.027221366,176.9388803,2000
6,2,4448,0,0,0,Kendall,248,24.19354839,8.064516129,0,0,0,36.29032258,2000
36,12,4931,7,7,1,Knox,791,45.51201011,15.17067004,8.849557522,8.849557522,1.264222503,118.8369153,2000
152,31,61257,4,11,4,Lake,6219,24.44122849,4.984724232,0.643190224,1.768773115,0.643190224,41.72696575,2000
40,7,10376,7,5,1,LaSalle,1164,34.36426117,6.013745704,6.013745704,4.295532646,0.859106529,72.59450172,2000
9,7,1435,0,1,0,Lawrence,308,29.22077922,22.72727273,0,3.246753247,0,73.05194805,2000
17,2,3404,1,1,0,Lee,210,80.95238095,9.523809524,4.761904762,4.761904762,0,119.047619,2000
39,8,3922,5,4,0,Livingston,891,43.77104377,8.978675645,5.611672278,4.489337823,0,81.93041526,2000
16,6,2842,3,1,0,Logan,334,47.90419162,17.96407186,8.982035928,2.994011976,0,101.7964072,2000
18,3,2463,3,0,0,McDonough,209,86.12440191,14.35406699,14.35406699,0,0,136.3636364,2000
31,8,22241,1,1,0,McHenry,1059,29.27289896,7.554296506,0.944287063,0.944287063,0,45.32577904,2000
60,13,12280,1,6,0,McLean,1726,34.76245655,7.531865585,0.579374276,3.476245655,0,57.64774044,2000
193,67,11304,20,19,5,Macon,2556,75.5086072,26.21283255,7.824726135,7.433489828,1.956181534,162.5586854,2000
20,10,4475,1,2,0,Macoupin,509,39.29273084,19.64636542,1.964636542,3.929273084,0,84.47937132,2000
87,28,25426,8,11,3,Madison,1319,65.95905989,21.22820318,6.06520091,8.339651251,2.274450341,146.3229719,2000
9,5,4168,0,2,0,Marion,330,27.27272727,15.15151515,0,6.060606061,0,68.18181818,2000
6,2,1127,2,1,0,Marshall,85,70.58823529,23.52941176,23.52941176,11.76470588,0,188.2352941,2000
11,0,1481,0,1,0,Mason,189,58.2010582,0,0,5.291005291,0,74.07407407,2000
5,2,1302,0,0,0,Massac,52,96.15384615,38.46153846,0,0,0,153.8461538,2000
0,0,1092,0,0,0,Menard,63,0,0,0,0,0,0,2000
11,5,1647,3,4,0,Mercer,205,53.65853659,24.3902439,14.63414634,19.51219512,0,178.0487805,2000
1,0,2379,0,1,0,Monroe,76,13.15789474,0,0,13.15789474,0,52.63157895,2000
21,12,2982,1,1,0,Montgomery,459,45.75163399,26.14379085,2.178649237,2.178649237,0,95.86056645,2000
39,9,3290,2,1,1,Morgan,465,83.87096774,19.35483871,4.301075269,2.150537634,2.150537634,138.7096774,2000
0,0,1301,1,0,0,Moultrie,89,0,0,11.23595506,0,0,22.47191011,2000
13,8,4801,3,1,1,Ogle,396,32.82828283,20.2020202,7.575757576,2.525252525,2.525252525,98.48484848,2000
227,87,18252,20,19,1,Peoria,1770,128.2485876,49.15254237,11.29943503,10.73446328,0.564971751,259.6045198,2000
9,1,2112,0,0,0,Perry,81,111.1111111,12.34567901,0,0,0,129.6296296,2000
7,3,1432,0,0,0,Piatt,155,45.16129032,19.35483871,0,0,0,74.19354839,2000
17,1,1611,2,1,0,Pike,320,53.125,3.125,6.25,3.125,0,79.6875,2000
1,0,299,1,0,0,Pope,20,50,0,50,0,0,150,2000
9,1,795,0,0,0,Pulaski,51,176.4705882,19.60784314,0,0,0,205.8823529,2000
0,0,596,0,0,0,Putnam,49,0,0,0,0,0,0,2000
19,3,3109,1,4,0,Randolph,331,57.40181269,9.063444109,3.021148036,12.08459215,0,113.2930514,2000
12,1,1629,0,0,0,Richland,114,105.2631579,8.771929825,0,0,0,118.4210526,2000
238,75,14688,33,17,0,Rock Island,2920,81.50684932,25.68493151,11.30136986,5.821917808,0,160.1027397,2000
371,70,29386,22,18,0,St. Clair,3926,94.49821701,17.82985227,5.603667855,4.584819154,0,146.2047886,2000
22,2,2356,1,0,0,Saline,530,41.50943396,3.773584906,1.886792453,0,0,50.94339623,2000
137,45,18225,26,15,2,Sangamon,2216,61.82310469,20.30685921,11.73285199,6.768953069,0.902527076,140.5685921,2000
4,1,685,0,0,0,Schuyler,29,137.9310345,34.48275862,0,0,0,189.6551724,2000
2,0,571,0,0,0,Scott,33,60.60606061,0,0,0,0,60.60606061,2000
7,0,2137,0,0,0,Shelby,129,54.26356589,0,0,0,0,54.26356589,2000
4,0,598,0,0,0,Stark,18,222.2222222,0,0,0,0,222.2222222,2000
104,37,4988,15,10,2,Stephenson,935,111.2299465,39.57219251,16.04278075,10.69518717,2.139037433,245.4545455,2000
20,10,12321,3,1,1,Tazewell,1095,18.26484018,9.132420091,2.739726027,0.913242009,0.913242009,44.74885845,2000
8,5,1472,2,2,0,Union,151,52.98013245,33.11258278,13.24503311,13.24503311,0,168.8741722,2000
59,13,8689,5,3,4,Vermilion,814,72.48157248,15.97051597,6.142506143,3.685503686,4.914004914,144.3488943,2000
11,6,1282,1,1,0,Wabash,153,71.89542484,39.21568627,6.535947712,6.535947712,0,163.3986928,2000
14,5,1856,1,3,0,Warren,229,61.13537118,21.83406114,4.366812227,13.10043668,0,141.9213974,2000
2,0,1408,0,0,0,Washington,28,71.42857143,0,0,0,0,71.42857143,2000
11,2,1589,1,0,0,Wayne,415,26.5060241,4.819277108,2.409638554,0,0,38.55421687,2000
15,1,1581,1,0,0,White,208,72.11538462,4.807692308,4.807692308,0,0,88.94230769,2000
37,16,6011,7,9,2,Whiteside,867,42.67589389,18.4544406,8.073817762,10.38062284,2.306805075,129.1810842,2000
168,37,42170,16,7,3,Will,2678,62.73338312,13.81628081,5.974607916,2.613890963,1.120238984,108.849888,2000
5,1,5327,0,0,0,Williamson,306,16.33986928,3.267973856,0,0,0,21.24183007,2000
165,49,27077,23,12,2,Winnebago,4162,39.64440173,11.77318597,5.526189332,2.883229217,0.480538203,79.40893801,2000
2,2,3350,1,0,0,Woodford,85,23.52941176,23.52941176,11.76470588,0,0,82.35294118,2000
